221,1006,2.857142857142857
222,1004,3.1759523809523813
223,1006,4.382537462537463
224,1005,3.857142857142857
226,1005,0.8136363636363636
228,1004,0.07
229,1006,0.26571428571428574
231,1004,0.5618048618048618
232,1001,0.14335664335664336
233,1001,0.027777777777777776
234,1004,0.14335664335664336
237,1004,0.2062937062937063
240,1001,0.34
242,1006,0.2847222222222222
243,1001,0.34944444444444445
245,1004,0.10839160839160839
246,1001,0.1048951048951049
248,1006,0.18181818181818182
249,1005,0.04895104895104895
250,1004,0.2679195804195804
251,1001,0.4116938616938617
252,1001,0.12237762237762238
253,1005,0.12571428571428572
254,1001,0.31846153846153846
255,1005,0.05
256,1001,0.46979409479409484
258,1006,0.11805555555555555
259,1005,0.30391608391608393
260,1004,0.33760683760683763
261,1006,0.11888111888111888
262,1004,0.1083916083916084
264,1004,0.38
265,1004,0.12
266,1004,0.29384615384615387
267,1004,0.5293706293706294
270,1005,0.29
271,1005,1.5718181818181818
274,1005,0.04
276,1006,0.16783216783216784
277,1006,0.45412698412698416
281,1005,0.8356099456099456
283,1006,0.10139860139860139
286,1004,0.518939393939394
291,1005,0.01048951048951049
292,1006,0.15034965034965034
295,1005,0.4603796203796204
296,1005,0.4385714285714286
297,1005,0.5827872127872128
298,1001,0.5460780885780886
299,1005,0.1934965034965035
301,1006,0.6987412587412587
303,1001,0.21714285714285714
304,1005,0.8848951048951049
305,1005,0.6333566433566433
306,1006,0.17714285714285716
310,1006,0.29764235764235764
311,1006,0.24
312,1006,0.2013888888888889
316,1005,0.14
317,1005,0.08041958041958042
318,1006,0.2
319,1004,0.2986111111111111
320,1005,0.09090909090909091
322,1005,0.19
324,1006,0.13986013986013987
325,1006,1.4483294483294484
326,1006,0.11
327,1006,0.26
328,1006,0.49
329,1006,0.08741258741258741
330,1005,0.15034965034965034
331,1005,0.14857142857142858
332,1001,0.48
333,1005,0.2548951048951049
335,1005,0.31
337,1005,0.5519444444444445
339,1005,0.42714285714285716
341,1004,0.5411888111888111
342,1004,0.15
344,1004,0.05944055944055944
345,1005,0.16083916083916083
347,1005,0.26782245532245536
349,1001,0.16433566433566432
350,1005,0.08741258741258741
352,1004,0.39895104895104894
353,1006,0.43
354,1006,0.013986013986013986
355,1001,0.5943628593628594
358,1004,0.16433566433566432
360,1001,0.362002997002997
361,1005,0.42866189366189367
362,1005,0.4081718281718282
363,1001,0.2986111111111111
364,1001,0.5749650349650349
365,1006,0.038461538461538464
366,1006,0.3706293706293706
367,1005,0.3918881118881119
368,1004,0.22
369,1001,0.42
370,1005,0.09714285714285714
371,1004,0.11
372,1004,0.3494405594405594
373,1005,0.8697147297147297
374,1001,0.08571428571428572
375,1004,0.43
376,1001,0.5048951048951049
377,1006,0.027972027972027972
379,1006,0.06643356643356643
380,1006,0.5702797202797203
383,1006,0.823056943056943
384,1004,0.0034965034965034965
385,1004,0.126993006993007
386,1005,0.26275724275724277
387,1005,0.589047619047619
388,1006,0.16433566433566432
391,1004,0.045454545454545456
392,1006,0.16083916083916083
393,1006,0.1923076923076923
394,1001,0.14335664335664336
396,1005,0.9117482517482516
398,1001,0.03146853146853147
399,1004,0.045454545454545456
400,1004,0.27
402,1006,0.15034965034965037
404,1005,0.4
405,1005,0.0979020979020979
406,1004,0.03146853146853147
407,1004,0.5027172827172828
408,1004,0.39
409,1005,0.24305555555555555
411,1001,0.13142857142857142
412,1006,0.55
414,1001,0.25874125874125875
415,1005,0.05142857142857143
417,1001,0.0979020979020979
421,1005,0.0034965034965034965
423,1006,0.05714285714285714
424,1004,0.027972027972027975
426,1001,0.3142857142857143
427,1006,0.5331682206682207
430,1001,0.6373015873015873
431,1004,0.29587412587412587
432,1001,0.35068847818847815
433,1004,0.4037975912975913
435,1001,0.0979020979020979
436,1006,0.16835164835164834
437,1001,0.07692307692307693
438,1006,0.6224747474747474
439,1006,0.0979020979020979
440,1006,0.1853146853146853
442,1006,0.22727272727272727
443,1006,0.2423776223776224
445,1001,0.027972027972027972
446,1004,0.13131868131868132
447,1004,0.46
449,1005,0.0034965034965034965
451,1001,0.10285714285714286
452,1006,0.40142857142857147
453,1004,0.09090909090909091
454,1001,0.29
456,1004,0.1048951048951049
458,1006,0.46
460,1001,0.3748951048951049
461,1001,0.06944444444444445
463,1005,1.2296930846930847
464,1001,1.0555444555444555
465,1005,0.0034965034965034965
466,1005,0.28545454545454546
467,1001,0.17
468,1005,0.3361038961038961
469,1001,0.41035353535353536
471,1005,0.51993006993007
472,1005,0.15384615384615385
473,1004,0.0979020979020979
475,1001,0.32
476,1006,0.17
477,1004,0.3613286713286713
478,1006,0.27452408702408704
479,1006,0.05944055944055944
481,1005,0.42335664335664336
482,1006,0.6108333333333333
483,1004,0.0979020979020979
484,1004,0.24
485,1006,0.3967074592074592
487,1004,0.26
492,1001,0.850969030969031
493,1001,0.3320879120879121
494,1006,0.17132867132867133
496,1006,0.04895104895104895
498,1005,0.31741258741258743
499,1001,0.33
502,1006,0.18
504,1004,0.455905205905206
506,1005,0.7492207792207792
508,1005,0.3472222222222222
512,1006,0.16783216783216784
513,1001,0.04861111111111111
514,1006,0.2916666666666667
516,1005,0.44
517,1006,0.5553146853146853
518,1005,0.4747222222222222
521,1001,0.5127272727272727
522,1004,0.49447552447552445
523,1001,0.09090909090909091
526,1006,0.0979020979020979
528,1004,0.13
530,1001,0.1783216783216783
531,1001,0.13986013986013987
534,1006,0.25121406371406374
535,1001,0.12237762237762237
537,1001,0.5850047175047175
541,1005,0.627162837162837
542,1006,0.5793706293706293
543,1005,0.28846153846153844
544,1005,0.09722222222222222
546,1006,0.14285714285714285
547,1004,0.22027972027972026
548,1001,0.15734265734265734
550,1005,0.24
554,1006,0.04195804195804196
556,1004,0.44944055944055944
558,1006,0.10839160839160839
560,1001,0.5413461538461539
562,1006,0.17
563,1004,1.1451748251748253
564,1005,0.06993006993006994
565,1005,0.45
567,1005,0.6900000000000001
569,1001,0.49892107892107884
570,1001,0.15734265734265734
571,1005,0.5326825951825952
573,1005,0.22285714285714286
574,1004,0.15034965034965034
575,1006,0.09090909090909091
576,1001,0.14685314685314685
578,1001,0.5700000000000001
579,1005,0.1887140637140637
581,1004,0.2
583,1001,0.6128671328671329
584,1004,0.24
586,1005,0.48028360528360525
587,1006,0.3472222222222222
588,1004,0.38
589,1006,0.17
591,1004,0.12927350427350429
592,1005,0.48888111888111885
593,1001,0.680909090909091
595,1005,0.45482517482517487
597,1006,0.44
598,1005,0.43
599,1004,0.15
601,1001,0.41146853146853146
604,1004,0.4
605,1001,0.27622377622377625
606,1005,1.387902097902098
608,1001,0.3827700077700078
611,1004,0.3055555555555556
612,1005,0.08
613,1004,0.7011888111888112
614,1006,0.25
615,1001,0.17688311688311686
616,1005,0.3251748251748252
617,1006,0.14472222222222222
618,1005,0.09722222222222222
622,1001,0.006993006993006993
623,1006,0.04195804195804196
624,1001,0.6360339660339661
625,1006,0.23076923076923078
627,1004,0.44594405594405595
629,1006,0.3402777777777778
630,1005,0.15188811188811188
633,1001,0.11805555555555555
635,1001,0.4439160839160839
636,1001,1.0795604395604397
639,1001,0.24305555555555555
641,1004,0.35384615384615387
642,1001,0.06643356643356643
643,1004,1.1662937062937064
644,1001,0.22105894105894106
646,1006,0.4609090909090909
647,1006,0.42
648,1001,0.20090909090909093
649,1006,0.3
651,1004,0.6618181818181817
652,1001,0.13986013986013987
653,1006,0.2571428571428571
654,1004,0.17482517482517482
655,1006,0.47
656,1004,0.08
657,1006,0.006944444444444444
658,1006,0.2
659,1006,0.06293706293706294
660,1001,0.19
662,1006,0.2705294705294705
664,1006,0.07342657342657342
665,1004,0.34
666,1004,0.2
667,1005,0.47
668,1005,0.2742857142857143
671,1001,0.16433566433566432
674,1004,0.6107589632589632
678,1004,0.26
680,1004,0.5390909090909091
681,1004,0.05
682,1006,0.35714285714285715
683,1001,0.14335664335664336
684,1006,0.02097902097902098
686,1006,0.15384615384615385
687,1006,0.9171428571428571
688,1001,0.17132867132867133
691,1005,0.11805555555555555
692,1005,0.12937062937062938
694,1001,0.24
697,1005,0.10839160839160839
698,1004,0.37
700,1006,0.4148251748251748
701,1006,0.11188811188811189
705,1005,0.07692307692307693
706,1005,0.2093706293706294
707,1004,0.10139860139860139
708,1001,0.0798853923853924
710,1001,0.03428571428571429
711,1005,0.045454545454545456
712,1001,0.38
713,1006,0.5646092796092796
715,1006,0.11538461538461539
718,1001,0.12937062937062938
719,1006,0.24825174825174826
720,1006,0.5125777000777001
722,1006,0.2576728826728827
723,1005,0.3194444444444444
724,1001,0.4033966033966034
725,1006,0.2638888888888889
726,1001,0.05944055944055944
728,1005,0.15034965034965034
730,1006,0.09090909090909091
731,1006,0.034722222222222224
732,1001,0.006993006993006993
733,1001,0.4799300699300699
734,1004,0.05944055944055944
736,1006,0.663065268065268
738,1004,0.34384615384615386
739,1004,0.160979020979021
742,1004,0.16
